activity_id,deal_id,rep_id,activity_type,activity_date,duration_mins,outcome,notes,activity_month,is_positive
A000962,D00833,R005,Email,2024-10-04,15,Positive,Decision deferred,2024-10,True
A000963,D01015,R001,Call,2024-11-01,15,Negative,Follow up scheduled,2024-11,False
A000964,D00603,R001,Follow-up,2024-03-08,120,Neutral,Budget approved,2024-03,False
A000965,D00691,R002,Meeting,2023-06-30,45,Negative,Champion confirmed,2023-06,False
A000966,D00494,R002,Call,2023-07-07,60,Negative,Awaiting legal review,2023-07,False
A000967,D00490,R005,Proposal Sent,2023-12-25,30,No Response,Awaiting legal review,2023-12,False
A000968,D00721,R001,Follow-up,2024-12-14,120,Neutral,Champion confirmed,2024-12,False
A000969,D01097,R002,Email,2024-05-30,45,Neutral,Budget approved,2024-05,False
A000970,D00509,R002,Demo,2023-10-22,60,No Response,Decision deferred,2023-10,False
A000971,D00390,R002,Proposal Sent,2024-10-19,45,No Response,Budget approved,2024-10,False
A000972,D00295,R004,Follow-up,2024-11-19,15,Positive,Champion confirmed,2024-11,True
A000973,D00796,R003,Demo,2024-05-04,90,Positive,Sent pricing deck,2024-05,True
A000974,D00865,R002,Proposal Sent,2023-09-09,30,Positive,Follow up scheduled,2023-09,True
A000975,D00549,R002,Email,2023-02-05,45,Positive,Sent pricing deck,2023-02,True
A000976,D00649,R004,Demo,2023-04-01,90,Negative,Follow up scheduled,2023-04,False
A000977,D00568,R004,Email,2024-10-25,30,No Response,Follow up scheduled,2024-10,False
A000978,D00853,R002,Demo,2024-09-12,120,Positive,Budget approved,2024-09,True
A000979,D00770,R001,Demo,2024-11-23,30,Positive,Awaiting legal review,2024-11,True
A000980,D00445,R002,Proposal Sent,2024-07-07,45,Positive,Champion confirmed,2024-07,True
A000981,D00363,R002,Demo,2023-10-28,30,Neutral,Sent pricing deck,2023-10,False
A000982,D00123,R004,Proposal Sent,2024-05-27,120,Positive,Budget approved,2024-05,True
A000983,D00742,R004,Demo,2023-09-04,45,Neutral,Champion confirmed,2023-09,False
A000984,D00680,R005,Proposal Sent,2024-11-22,120,Positive,Awaiting legal review,2024-11,True
A000985,D00420,R005,Demo,2023-09-04,60,Positive,Sent pricing deck,2023-09,True
A000986,D00092,R001,Meeting,2024-04-25,90,Positive,Sent pricing deck,2024-04,True
A000987,D00063,R003,Proposal Sent,2024-09-19,15,Positive,,2024-09,True
A000988,D00512,R005,Follow-up,2023-06-13,15,Neutral,Champion confirmed,2023-06,False
A000989,D01163,R002,Follow-up,2023-03-17,15,Neutral,Sent pricing deck,2023-03,False
A000990,D00772,R002,Proposal Sent,2023-06-29,60,Neutral,Awaiting legal review,2023-06,False
A000991,D00256,R001,Email,2024-05-16,90,Neutral,Awaiting legal review,2024-05,False
A000992,D00135,R004,Demo,2023-10-09,90,Negative,Champion confirmed,2023-10,False
A000993,D00875,R003,Call,2024-11-01,30,Neutral,,2024-11,False
A000994,D00822,R001,Follow-up,2024-10-28,45,No Response,Stakeholder meeting set,2024-10,False
A000995,D00088,R002,Call,2023-06-11,45,Positive,Stakeholder meeting set,2023-06,True
A000996,D00988,R004,Proposal Sent,2023-09-21,15,Neutral,Awaiting legal review,2023-09,False
A000997,D01153,R003,Meeting,2024-06-15,120,Positive,Stakeholder meeting set,2024-06,True
A000998,D00823,R004,Demo,2024-08-03,30,No Response,Decision deferred,2024-08,False
A000999,D01027,R002,Call,2024-10-13,60,Neutral,Decision deferred,2024-10,False
A001000,D00974,R005,Meeting,2024-08-16,120,Neutral,Follow up scheduled,2024-08,False
A001001,D00934,R002,Follow-up,2023-09-19,45,Neutral,Budget approved,2023-09,False
A001002,D00121,R002,Meeting,2024-08-01,60,Neutral,Champion confirmed,2024-08,False
A001003,D01062,R001,Call,2023-02-19,15,Positive,Stakeholder meeting set,2023-02,True
A001004,D01008,R004,Call,2023-11-05,60,Positive,Awaiting legal review,2023-11,True
A001005,D00925,R001,Proposal Sent,2023-05-29,90,Negative,Champion confirmed,2023-05,False
A001006,D00645,R002,Demo,2023-03-11,15,Neutral,Follow up scheduled,2023-03,False
A001007,D00714,R001,Demo,2024-09-21,30,No Response,Stakeholder meeting set,2024-09,False
A001008,D00860,R002,Meeting,2024-12-02,15,No Response,Follow up scheduled,2024-12,False
A001009,D00021,R005,Meeting,2024-12-15,30,No Response,Follow up scheduled,2024-12,False
A001010,D00242,R002,Proposal Sent,2023-12-24,60,Positive,Follow up scheduled,2023-12,True
A001011,D00455,R002,Meeting,2024-05-29,30,Neutral,Decision deferred,2024-05,False
A001012,D00963,R003,Meeting,2024-08-07,60,Neutral,Sent pricing deck,2024-08,False
A001013,D00621,R003,Proposal Sent,2023-10-14,45,Positive,Decision deferred,2023-10,True
A001014,D00303,R002,Follow-up,2023-04-20,60,Neutral,Awaiting legal review,2023-04,False
A001015,D00803,R004,Email,2024-09-25,90,Positive,,2024-09,True
A001016,D00964,R004,Email,2024-11-03,30,Positive,Decision deferred,2024-11,True
A001017,D00069,R005,Demo,2024-09-12,30,Positive,Budget approved,2024-09,True
A001018,D01153,R003,Call,2024-07-06,120,No Response,Stakeholder meeting set,2024-07,False
A001019,D00196,R001,Follow-up,2023-06-08,60,Negative,,2023-06,False
A001020,D00140,R004,Email,2023-11-21,90,Negative,Awaiting legal review,2023-11,False
A001021,D00283,R001,Follow-up,2024-12-08,90,Neutral,,2024-12,False
A001022,D00312,R003,Meeting,2023-02-21,45,Negative,Awaiting legal review,2023-02,False
A001023,D00746,R002,Meeting,2023-02-19,60,Negative,Awaiting legal review,2023-02,False
A001024,D00277,R003,Email,2024-08-22,90,Neutral,Awaiting legal review,2024-08,False
A001025,D00061,R003,Call,2024-04-12,30,Positive,Budget approved,2024-04,True
A001026,D00052,R002,Email,2024-08-21,90,Negative,Decision deferred,2024-08,False
A001027,D00153,R004,Demo,2023-04-25,30,No Response,Awaiting legal review,2023-04,False
A001028,D00544,R003,Follow-up,2023-07-11,45,Positive,,2023-07,True
A001029,D00567,R005,Call,2024-10-12,120,Positive,Sent pricing deck,2024-10,True
A001030,D00622,R002,Email,2024-08-12,45,Positive,Follow up scheduled,2024-08,True
A001031,D00314,R002,Email,2024-08-19,45,Neutral,,2024-08,False
A001032,D00807,R003,Call,2024-11-05,60,Positive,Sent pricing deck,2024-11,True
A001033,D00848,R004,Meeting,2023-10-20,120,Neutral,Sent pricing deck,2023-10,False
A001034,D00097,R002,Demo,2024-02-18,15,Negative,Sent pricing deck,2024-02,False
A001035,D00881,R002,Email,2023-02-25,60,Negative,Decision deferred,2023-02,False
A001036,D00829,R002,Email,2024-08-06,15,Neutral,Decision deferred,2024-08,False
A001037,D00137,R002,Demo,2023-02-21,90,Neutral,Champion confirmed,2023-02,False
A001038,D01030,R004,Demo,2024-07-28,60,No Response,,2024-07,False
A001039,D01011,R005,Proposal Sent,2023-08-08,30,Positive,Budget approved,2023-08,True
A001040,D00109,R005,Proposal Sent,2023-07-11,120,Positive,,2023-07,True
A001041,D00547,R005,Email,2024-12-24,90,Positive,Budget approved,2024-12,True
A001042,D01063,R001,Meeting,2024-09-09,60,Neutral,Budget approved,2024-09,False
A001043,D00662,R001,Call,2024-12-18,120,Neutral,Awaiting legal review,2024-12,False
A001044,D00425,R001,Meeting,2024-12-21,45,Neutral,Champion confirmed,2024-12,False
A001045,D00630,R004,Call,2024-04-10,15,No Response,Sent pricing deck,2024-04,False
A001046,D00261,R001,Meeting,2023-10-31,120,Positive,Awaiting legal review,2023-10,True
A001047,D00087,R003,Demo,2023-10-07,30,Negative,Decision deferred,2023-10,False
A001048,D00465,R003,Meeting,2024-06-18,90,Positive,Decision deferred,2024-06,True
A001049,D00076,R002,Follow-up,2024-12-27,30,Positive,Follow up scheduled,2024-12,True
A001050,D00471,R002,Email,2024-06-08,120,No Response,Decision deferred,2024-06,False
A001051,D00414,R004,Proposal Sent,2024-07-10,60,Neutral,Sent pricing deck,2024-07,False
A001052,D00825,R002,Follow-up,2023-04-16,120,Positive,Follow up scheduled,2023-04,True
A001053,D00895,R002,Email,2023-11-30,90,Positive,Stakeholder meeting set,2023-11,True
A001054,D00726,R001,Call,2024-05-03,30,Neutral,Sent pricing deck,2024-05,False
A001055,D00457,R005,Follow-up,2024-12-27,30,Negative,Champion confirmed,2024-12,False
A001056,D00653,R004,Demo,2024-02-23,60,Negative,Champion confirmed,2024-02,False
A001057,D00672,R003,Proposal Sent,2023-03-21,120,Negative,Champion confirmed,2023-03,False
A001058,D00495,R004,Email,2024-08-03,15,No Response,Follow up scheduled,2024-08,False
A001059,D01069,R005,Email,2023-07-25,90,Positive,Champion confirmed,2023-07,True
A001060,D00597,R003,Proposal Sent,2023-09-20,60,Neutral,Follow up scheduled,2023-09,False
A001061,D00450,R002,Demo,2024-12-04,90,No Response,Decision deferred,2024-12,False
A001062,D00485,R003,Follow-up,2024-12-17,30,Positive,Budget approved,2024-12,True
A001063,D00646,R004,Demo,2024-12-28,90,No Response,Decision deferred,2024-12,False
A001064,D00620,R005,Follow-up,2023-05-09,15,Neutral,Champion confirmed,2023-05,False
A001065,D01042,R004,Demo,2024-01-19,120,Positive,,2024-01,True
A001066,D00662,R001,Meeting,2024-12-19,15,Positive,Awaiting legal review,2024-12,True
A001067,D00758,R003,Call,2024-09-21,90,No Response,Follow up scheduled,2024-09,False
A001068,D00289,R004,Email,2023-04-17,30,No Response,Awaiting legal review,2023-04,False
A001069,D00721,R001,Email,2024-12-16,45,No Response,Budget approved,2024-12,False
A001070,D00638,R005,Meeting,2024-04-14,120,No Response,,2024-04,False
A001071,D00235,R002,Email,2024-02-03,45,No Response,Champion confirmed,2024-02,False
A001072,D00416,R001,Email,2024-10-29,15,No Response,Champion confirmed,2024-10,False
A001073,D00938,R001,Follow-up,2024-07-05,30,Positive,Awaiting legal review,2024-07,True
A001074,D00499,R003,Call,2024-10-10,90,Neutral,Budget approved,2024-10,False
A001075,D00974,R005,Email,2024-08-21,90,Neutral,Sent pricing deck,2024-08,False
A001076,D00634,R003,Demo,2023-04-18,30,Neutral,Champion confirmed,2023-04,False
A001077,D01020,R001,Meeting,2023-03-02,120,No Response,Follow up scheduled,2023-03,False
A001078,D00115,R001,Follow-up,2024-01-26,15,Neutral,,2024-01,False
A001079,D00932,R001,Meeting,2023-08-27,120,No Response,,2023-08,False
A001080,D00674,R002,Meeting,2023-03-25,30,Neutral,Champion confirmed,2023-03,False
A001081,D01035,R004,Call,2023-05-16,60,Neutral,Stakeholder meeting set,2023-05,False
A001082,D00206,R004,Email,2023-10-31,120,Neutral,Decision deferred,2023-10,False
A001083,D00247,R005,Meeting,2024-09-28,30,Neutral,Decision deferred,2024-09,False
A001084,D00758,R003,Meeting,2024-09-25,60,Neutral,Follow up scheduled,2024-09,False
A001085,D01151,R001,Follow-up,2024-02-04,120,Positive,Awaiting legal review,2024-02,True
A001086,D00147,R001,Meeting,2023-09-16,45,Positive,Follow up scheduled,2023-09,True
A001087,D00118,R005,Demo,2024-07-24,90,Neutral,Stakeholder meeting set,2024-07,False
A001088,D00412,R002,Proposal Sent,2023-04-09,15,Positive,Stakeholder meeting set,2023-04,True
A001089,D00363,R002,Meeting,2023-10-01,60,Neutral,Awaiting legal review,2023-10,False
A001090,D00137,R002,Proposal Sent,2023-02-11,60,Positive,Follow up scheduled,2023-02,True
A001091,D01199,R004,Call,2023-06-05,90,Positive,Follow up scheduled,2023-06,True
A001092,D00958,R003,Email,2024-12-01,15,No Response,Budget approved,2024-12,False
A001093,D00019,R005,Meeting,2023-06-07,15,No Response,Awaiting legal review,2023-06,False
A001094,D00195,R002,Meeting,2024-08-23,90,Neutral,Sent pricing deck,2024-08,False
A001095,D00330,R004,Call,2024-01-22,90,No Response,Stakeholder meeting set,2024-01,False
A001096,D00175,R005,Meeting,2023-11-14,45,Negative,,2023-11,False
A001097,D01002,R005,Follow-up,2023-06-26,15,Negative,Budget approved,2023-06,False
A001098,D00449,R002,Meeting,2023-03-15,15,Positive,Stakeholder meeting set,2023-03,True
A001099,D00946,R003,Email,2024-07-06,15,Negative,Decision deferred,2024-07,False
A001100,D00141,R005,Demo,2023-07-12,90,Negative,Decision deferred,2023-07,False
A001101,D00758,R003,Meeting,2024-10-07,90,Negative,,2024-10,False
A001102,D00930,R003,Follow-up,2023-04-06,60,No Response,Champion confirmed,2023-04,False
A001103,D00093,R005,Email,2024-04-16,30,Neutral,Follow up scheduled,2024-04,False
A001104,D00239,R004,Email,2024-02-13,120,No Response,Stakeholder meeting set,2024-02,False
A001105,D00205,R003,Email,2023-07-23,15,Neutral,Awaiting legal review,2023-07,False
A001106,D00560,R001,Follow-up,2023-10-18,15,Neutral,Decision deferred,2023-10,False
A001107,D00245,R005,Email,2024-05-17,60,Neutral,Stakeholder meeting set,2024-05,False
A001108,D00832,R002,Call,2024-11-05,30,Positive,Champion confirmed,2024-11,True
A001109,D00925,R001,Proposal Sent,2023-05-26,30,Negative,Follow up scheduled,2023-05,False
A001110,D00295,R004,Call,2024-10-27,15,Positive,,2024-10,True
A001111,D00640,R003,Call,2023-11-24,15,No Response,Budget approved,2023-11,False
A001112,D00856,R003,Call,2023-06-23,60,Neutral,Awaiting legal review,2023-06,False
A001113,D00017,R005,Demo,2024-12-05,120,Negative,,2024-12,False
A001114,D00071,R003,Call,2023-12-26,60,No Response,Budget approved,2023-12,False
A001115,D00305,R004,Follow-up,2023-02-14,45,Neutral,Sent pricing deck,2023-02,False
A001116,D01031,R002,Follow-up,2023-08-19,45,Positive,Stakeholder meeting set,2023-08,True
A001117,D00817,R004,Meeting,2024-01-16,120,Negative,,2024-01,False
A001118,D01127,R005,Email,2024-03-24,120,Positive,,2024-03,True
A001119,D00821,R003,Call,2024-05-31,45,Neutral,Budget approved,2024-05,False
A001120,D00193,R004,Demo,2024-04-10,30,Positive,Sent pricing deck,2024-04,True
A001121,D00529,R004,Meeting,2023-08-10,120,Neutral,Awaiting legal review,2023-08,False
A001122,D00171,R002,Proposal Sent,2023-02-22,30,Neutral,Budget approved,2023-02,False
A001123,D00251,R002,Call,2024-06-26,45,Neutral,Champion confirmed,2024-06,False
A001124,D00541,R005,Demo,2024-01-24,120,Neutral,Awaiting legal review,2024-01,False
A001125,D00416,R001,Meeting,2024-11-09,60,Positive,Awaiting legal review,2024-11,True
A001126,D00794,R002,Demo,2024-02-29,90,Positive,Decision deferred,2024-02,True
A001127,D01168,R002,Follow-up,2023-09-01,60,Neutral,,2023-09,False
A001128,D00025,R002,Proposal Sent,2023-01-01,90,Positive,Decision deferred,2023-01,True
A001129,D00668,R003,Follow-up,2024-10-27,60,Negative,Champion confirmed,2024-10,False
A001130,D01097,R002,Follow-up,2024-07-05,45,Positive,Awaiting legal review,2024-07,True
A001131,D00632,R002,Follow-up,2023-04-20,45,No Response,Follow up scheduled,2023-04,False
A001132,D01117,R005,Email,2023-02-27,120,Negative,Stakeholder meeting set,2023-02,False
A001133,D00505,R003,Email,2024-05-06,45,No Response,Follow up scheduled,2024-05,False
A001134,D00336,R001,Call,2023-04-14,90,Positive,,2023-04,True
A001135,D00425,R001,Follow-up,2024-12-06,15,Positive,Champion confirmed,2024-12,True
A001136,D00499,R003,Call,2024-09-12,90,Negative,Follow up scheduled,2024-09,False
A001137,D00947,R005,Meeting,2024-11-14,60,Positive,,2024-11,True
A001138,D00630,R004,Call,2024-04-23,90,Positive,Stakeholder meeting set,2024-04,True
A001139,D00718,R003,Call,2024-12-22,90,No Response,Sent pricing deck,2024-12,False
A001140,D00339,R004,Call,2024-05-02,45,Neutral,Stakeholder meeting set,2024-05,False
A001141,D00659,R005,Demo,2023-12-04,15,Neutral,Follow up scheduled,2023-12,False
A001142,D00962,R001,Demo,2023-08-08,15,Neutral,Sent pricing deck,2023-08,False
A001143,D00429,R003,Call,2024-02-18,45,Positive,Sent pricing deck,2024-02,True
A001144,D00899,R001,Meeting,2023-08-14,90,Positive,Champion confirmed,2023-08,True
A001145,D00139,R001,Meeting,2024-11-30,90,No Response,Stakeholder meeting set,2024-11,False
A001146,D00942,R004,Email,2023-10-12,120,Negative,Sent pricing deck,2023-10,False
A001147,D00542,R004,Call,2024-09-26,30,Neutral,Follow up scheduled,2024-09,False
A001148,D00057,R005,Call,2023-04-18,60,Positive,,2023-04,True
A001149,D00658,R005,Call,2024-11-20,90,Neutral,Awaiting legal review,2024-11,False
A001150,D00435,R004,Call,2023-08-14,120,Positive,Follow up scheduled,2023-08,True
A001151,D00384,R003,Demo,2024-03-28,60,Positive,Champion confirmed,2024-03,True
A001152,D00560,R001,Follow-up,2023-09-12,120,Positive,Budget approved,2023-09,True
A001153,D00194,R005,Email,2023-11-24,45,Neutral,Awaiting legal review,2023-11,False
A001154,D00534,R004,Proposal Sent,2023-01-25,120,Positive,Champion confirmed,2023-01,True
A001155,D00518,R005,Email,2024-12-14,15,Neutral,Budget approved,2024-12,False
A001156,D00716,R005,Demo,2023-05-29,45,Negative,Champion confirmed,2023-05,False
A001157,D00751,R002,Meeting,2024-05-07,120,Positive,Awaiting legal review,2024-05,True
A001158,D00185,R003,Meeting,2024-09-23,30,Neutral,Sent pricing deck,2024-09,False
A001159,D00292,R001,Meeting,2023-10-22,30,Positive,Budget approved,2023-10,True
A001160,D00732,R002,Email,2024-11-24,30,Negative,Stakeholder meeting set,2024-11,False
A001161,D00116,R005,Meeting,2024-06-03,45,No Response,Decision deferred,2024-06,False
A001162,D00825,R002,Meeting,2023-06-14,45,No Response,Decision deferred,2023-06,False
A001163,D01073,R003,Meeting,2024-03-08,15,Neutral,Sent pricing deck,2024-03,False
A001164,D00685,R002,Follow-up,2023-03-09,60,Positive,Follow up scheduled,2023-03,True
A001165,D00082,R002,Proposal Sent,2023-07-20,15,Neutral,Champion confirmed,2023-07,False
A001166,D00834,R002,Proposal Sent,2024-01-08,60,Positive,Champion confirmed,2024-01,True
A001167,D00333,R004,Proposal Sent,2024-07-17,90,Positive,Sent pricing deck,2024-07,True
A001168,D00557,R003,Follow-up,2024-08-12,60,No Response,Budget approved,2024-08,False
A001169,D00335,R001,Email,2024-07-28,120,Positive,Decision deferred,2024-07,True
A001170,D00532,R004,Call,2024-01-13,120,Negative,Awaiting legal review,2024-01,False
A001171,D00221,R002,Call,2024-07-14,120,Negative,Decision deferred,2024-07,False
A001172,D00635,R005,Call,2023-06-17,45,Negative,Follow up scheduled,2023-06,False
A001173,D00323,R004,Proposal Sent,2024-01-16,45,No Response,Sent pricing deck,2024-01,False
A001174,D00003,R002,Demo,2023-07-27,120,Positive,Decision deferred,2023-07,True
A001175,D00206,R004,Proposal Sent,2023-12-14,30,Neutral,Stakeholder meeting set,2023-12,False
A001176,D00040,R005,Follow-up,2024-05-22,30,Neutral,Champion confirmed,2024-05,False
A001177,D00059,R004,Call,2024-10-15,45,Positive,Stakeholder meeting set,2024-10,True
A001178,D00951,R005,Demo,2024-02-27,60,Positive,Decision deferred,2024-02,True
A001179,D00574,R005,Proposal Sent,2024-10-26,15,Positive,Stakeholder meeting set,2024-10,True
A001180,D00644,R004,Proposal Sent,2023-05-25,15,Negative,Budget approved,2023-05,False
A001181,D00843,R002,Email,2024-12-14,90,No Response,Champion confirmed,2024-12,False
A001182,D01146,R004,Demo,2024-07-21,30,Neutral,Stakeholder meeting set,2024-07,False
A001183,D00619,R004,Email,2024-01-14,15,Neutral,Decision deferred,2024-01,False
A001184,D00096,R004,Proposal Sent,2023-09-15,60,Neutral,Sent pricing deck,2023-09,False
A001185,D00898,R005,Email,2023-04-07,60,Positive,Sent pricing deck,2023-04,True
A001186,D01086,R005,Meeting,2024-02-26,90,Positive,Stakeholder meeting set,2024-02,True
A001187,D00561,R001,Meeting,2024-11-02,30,No Response,Sent pricing deck,2024-11,False
A001188,D00905,R002,Meeting,2023-10-30,30,Neutral,Sent pricing deck,2023-10,False
A001189,D00348,R003,Email,2024-10-22,120,Neutral,Champion confirmed,2024-10,False
A001190,D00671,R004,Proposal Sent,2024-10-07,30,Positive,Champion confirmed,2024-10,True
